RSL,Age,Age_er_average,RSL_er_average,RSL_er_max,RSL_er_min,Age_er_max,Age_er_min,SiteName,Region,RegionSite,Longitude,Latitude
0.01,2.002,0.00225,0.08,0.08,0.08,0.0015,0.003,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.07,2,0.0025,0.08,0.08,0.08,0.0015,0.0035,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.01,1.997,0.003,0.08,0.08,0.08,0.002,0.004,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.11,1.994,0.003,0.08,0.08,0.08,0.002,0.004,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.06,1.99,0.0035,0.08,0.08,0.08,0.002,0.005,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.05,1.986,0.004,0.08,0.08,0.08,0.0025,0.0055,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.11,1.98,0.005,0.08,0.08,0.08,0.0035,0.0065,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.15,1.976,0.0055,0.08,0.08,0.08,0.0035,0.0075,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.16,1.969,0.00575,0.08,0.08,0.08,0.004,0.0075,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.16,1.964,0.006,0.08,0.08,0.08,0.004,0.008,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.2,1.958,0.0045,0.08,0.08,0.08,0.0035,0.0055,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.27,1.954,0.0015,0.08,0.08,0.08,0.001,0.002,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.19,1.95,0.0055,0.08,0.08,0.08,0.002,0.009,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.25,1.945,0.0075,0.08,0.08,0.08,0.003,0.012,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.29,1.935,0.014,0.08,0.08,0.08,0.006,0.022,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.29,1.925,0.01875,0.08,0.08,0.08,0.0085,0.029,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.33,1.907,0.02125,0.08,0.08,0.08,0.013,0.0295,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.23,1.888,0.02075,0.08,0.08,0.08,0.014,0.0275,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.33,1.868,0.01725,0.08,0.08,0.08,0.0115,0.023,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.27,1.848,0.0255,0.08,0.08,0.08,0.0165,0.0345,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.33,1.824,0.03075,0.08,0.08,0.08,0.024,0.0375,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.32,1.801,0.0345,0.08,0.08,0.08,0.031,0.038,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.37,1.792,0.035,0.08,0.08,0.08,0.0315,0.0385,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.37,1.787,0.0345,0.08,0.08,0.08,0.03,0.039,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.45,1.782,0.03375,0.08,0.08,0.08,0.0285,0.039,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.48,1.775,0.0335,0.08,0.08,0.08,0.0275,0.0395,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.49,1.769,0.033,0.08,0.08,0.08,0.0255,0.0405,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.45,1.762,0.034,0.08,0.08,0.08,0.0245,0.0435,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.57,1.755,0.03525,0.08,0.08,0.08,0.024,0.0465,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.58,1.748,0.03625,0.08,0.08,0.08,0.023,0.0495,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.57,1.741,0.038,0.08,0.08,0.08,0.0225,0.0535,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.58,1.732,0.03725,0.08,0.08,0.08,0.0215,0.053,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.6,1.722,0.036,0.08,0.08,0.08,0.0215,0.0505,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.59,1.711,0.03575,0.08,0.08,0.08,0.0225,0.049,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.63,1.699,0.03525,0.08,0.08,0.08,0.0235,0.047,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.59,1.688,0.034,0.08,0.08,0.08,0.0235,0.0445,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.64,1.676,0.036,0.08,0.08,0.08,0.0255,0.0465,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.64,1.662,0.03975,0.08,0.08,0.08,0.027,0.0525,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.67,1.647,0.042,0.08,0.08,0.08,0.029,0.055,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.67,1.632,0.04325,0.08,0.08,0.08,0.03,0.0565,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.69,1.616,0.046,0.08,0.08,0.08,0.033,0.059,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.7,1.599,0.0485,0.08,0.08,0.08,0.036,0.061,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.71,1.583,0.05,0.08,0.08,0.08,0.0385,0.0615,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.71,1.566,0.0505,0.08,0.08,0.08,0.0405,0.0605,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
-0.72,1.553,0.05325,0.08,0.08,0.08,0.043,0.0635,"Barn Island,
 Connecticut",Connecticut,"Barn Island,
 Connecticut",-71.864,41.331
0.047877196,1.994,0.004375,0.28291667,0.28291667,0.28291667,0.004375,0.004375,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-0.133905255,1.978,0.003505,0.173225537,0.173225537,0.173225537,0.003505,0.003505,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-0.116771642,1.959,0.002375,0.182864707,0.182864707,0.182864707,0.002375,0.002375,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-0.07361048,1.942,0.00625,0.331084362,0.331084362,0.331084362,0.00625,0.00625,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-0.168172975,1.927,0.009005,0.173418169,0.173418169,0.173418169,0.009005,0.009005,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-0.239375941,1.914,0.008,0.236382554,0.236382554,0.236382554,0.008,0.008,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-0.53586595,1.884,0.0075,0.236349981,0.236349981,0.236349981,0.0075,0.0075,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-0.467291139,1.868,0.008125,0.217702398,0.217702398,0.217702398,0.008125,0.008125,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-0.603344448,1.832,0.014625,0.181626047,0.181626047,0.181626047,0.014625,0.014625,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-0.681617972,1.765,0.027379999999999998,0.212340222,0.212340222,0.212340222,0.027379999999999998,0.027379999999999998,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-0.713105182,1.734,0.026754999999999998,0.250594587,0.250594587,0.250594587,0.026754999999999998,0.026754999999999998,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-0.865029997,1.662,0.034005,0.156837644,0.156837644,0.156837644,0.034005,0.034005,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-0.942740632,1.615,0.033005,0.1741222,0.1741222,0.1741222,0.033005,0.033005,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-0.941841137,1.545,0.027129999999999998,0.177390578,0.177390578,0.177390578,0.027129999999999998,0.027129999999999998,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-0.971461575,1.489,0.020505,0.212041453,0.212041453,0.212041453,0.020505,0.020505,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-1.053934031,1.419,0.02539,0.165032681,0.165032681,0.165032681,0.02539,0.02539,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-1.096479819,1.378,0.026629999999999997,0.180705219,0.180705219,0.180705219,0.026629999999999997,0.026629999999999997,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-1.181005434,1.298,0.028505,0.185670352,0.185670352,0.185670352,0.028505,0.028505,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-1.142213666,1.251,0.02825,0.197770097,0.197770097,0.197770097,0.02825,0.02825,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-1.227235748,1.169,0.02038,0.18772337,0.18772337,0.18772337,0.02038,0.02038,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-1.243843671,1.126,0.027755,0.182360423,0.182360423,0.182360423,0.027755,0.027755,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-1.298953261,1.085,0.02826,0.192531627,0.192531627,0.192531627,0.02826,0.02826,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
-1.41116623,1.017,0.03438,0.176179646,0.176179646,0.176179646,0.03438,0.03438,Northern New Jersey,New Jersey,"Cheesequake,
 New Jersey",-74.3,40.4
